Chromosome/scaffold name,Strand,Transcript start (bp),Transcript end (bp),5' UTR end,3' UTR start,Gene stable ID,Gene name,Transcript stable ID,Protein stable ID
I,1,5106559,5113025,,,SPAC29A4.19c,cta5,SPAC29A4.19c.1,SPAC29A4.19c.1:pep
I,1,5106559,5113025,,5110294,SPAC29A4.19c,cta5,SPAC29A4.19c.1,SPAC29A4.19c.1:pep
III,1,1605061,1606539,1605131,,SPCC777.05,gtr2,SPCC777.05.1,SPCC777.05.1:pep
III,1,1605061,1606539,,1606158,SPCC777.05,gtr2,SPCC777.05.1,SPCC777.05.1:pep
II,-1,2350922,2357405,2357405,2350922,SPBC19G7.05c,bgs1,SPBC19G7.05c.1,SPBC19G7.05c.1:pep
III,1,1609353,1612830,1609507,,SPCC777.07,omh3,SPCC777.07.1,SPCC777.07.1:pep
III,1,1609353,1612830,1609809,,SPCC777.07,omh3,SPCC777.07.1,SPCC777.07.1:pep
III,1,1609353,1612830,,1611027,SPCC777.07,omh3,SPCC777.07.1,SPCC777.07.1:pep
I,-1,5110278,5111962,5111962,,SPAC29A4.18,prw1,SPAC29A4.18.1,SPAC29A4.18.1:pep
I,-1,5110278,5111962,,,SPAC29A4.18,prw1,SPAC29A4.18.1,SPAC29A4.18.1:pep
I,-1,5110278,5111962,,5110278,SPAC29A4.18,prw1,SPAC29A4.18.1,SPAC29A4.18.1:pep
II,1,2357533,2361156,2357861,,SPBC19G7.06,mbx1,SPBC19G7.06.1,SPBC19G7.06.1:pep
II,1,2357533,2361156,2359428,,SPBC19G7.06,mbx1,SPBC19G7.06.1,SPBC19G7.06.1:pep
II,1,2357533,2361156,,,SPBC19G7.06,mbx1,SPBC19G7.06.1,SPBC19G7.06.1:pep
II,1,2357533,2361156,,,SPBC19G7.06,mbx1,SPBC19G7.06.1,SPBC19G7.06.1:pep
II,1,2357533,2361156,,2361093,SPBC19G7.06,mbx1,SPBC19G7.06.1,SPBC19G7.06.1:pep
I,-1,5119094,5120381,,,SPNCRNA.1047,SPAC29A4.14c-antisense-1,SPNCRNA.1047.1,
II,1,2367079,2369193,2367116,2368824,SPBC19G7.09,ulp1,SPBC19G7.09.1,SPBC19G7.09.1:pep
III,-1,1611047,1612779,1612779,1611047,SPCC777.08c,bit61,SPCC777.08c.1,SPCC777.08c.1:pep
III,1,1616391,1618353,1616662,1617050,SPCC777.11,gtf1,SPCC777.11.1,SPCC777.11.1:pep
I,1,5148780,5152492,5148943,5152280,SPAC26F1.13c,lrs1,SPAC26F1.13c.1,SPAC26F1.13c.1:pep
II,1,2382300,2384668,2382464,,SPBC19G7.17,SPBC19G7.17,SPBC19G7.17.1,SPBC19G7.17.1:pep
II,1,2382300,2384668,,,SPBC19G7.17,SPBC19G7.17,SPBC19G7.17.1,SPBC19G7.17.1:pep
II,1,2382300,2384668,,,SPBC19G7.17,SPBC19G7.17,SPBC19G7.17.1,SPBC19G7.17.1:pep
II,1,2382300,2384668,,,SPBC19G7.17,SPBC19G7.17,SPBC19G7.17.1,SPBC19G7.17.1:pep
II,1,2382300,2384668,,,SPBC19G7.17,SPBC19G7.17,SPBC19G7.17.1,SPBC19G7.17.1:pep
II,1,2382300,2384668,,2384278,SPBC19G7.17,SPBC19G7.17,SPBC19G7.17.1,SPBC19G7.17.1:pep
I,1,5152528,5153825,,,SPNCRNA.1053,SPNCRNA.1053,SPNCRNA.1053.1,
III,-1,1641749,1642968,1642968,,SPCC663.18,SPCC663.18,SPCC663.18.1,SPCC663.18.1:pep
III,-1,1641749,1642968,,,SPCC663.18,SPCC663.18,SPCC663.18.1,SPCC663.18.1:pep
III,-1,1641749,1642968,,1641749,SPCC663.18,SPCC663.18,SPCC663.18.1,SPCC663.18.1:pep
II,-1,2408152,2410181,2410181,2408152,SPBC1921.03c,mex67,SPBC1921.03c.1,SPBC1921.03c.1:pep
II,-1,2410996,2411452,2411452,2410996,SPBC1921.04c,SPBC1921.04c,SPBC1921.04c.1,SPBC1921.04c.1:pep
II,1,2417501,2418682,,,SPNCRNA.1512,pvg3-antisense-1,SPNCRNA.1512.1,
III,-1,1642902,1644612,1644612,1642902,SPCC663.05c,cia1,SPCC663.05c.1,SPCC663.05c.1:pep
II,-1,2420263,2422468,2422468,,SPBC21D10.12,hob1,SPBC21D10.12.1,SPBC21D10.12.1:pep
II,-1,2420263,2422468,,2420263,SPBC21D10.12,hob1,SPBC21D10.12.1,SPBC21D10.12.1:pep
I,1,5161474,5163360,5161511,5163165,SPAC26F1.10c,pyp1,SPAC26F1.10c.1,SPAC26F1.10c.1:pep
III,-1,1647689,1648808,1648808,1647689,SPCC663.08c,SPCC663.08c,SPCC663.08c.1,SPCC663.08c.1:pep
II,1,2422568,2424529,2422759,2424266,SPBC21D10.11c,nfs1,SPBC21D10.11c.1,SPBC21D10.11c.1:pep
I,-1,5177805,5178160,,,SPNCRNA.1057,SPNCRNA.1057,SPNCRNA.1057.1,
I,1,5189537,5190444,5189726,,SPAPJ691.03,SPAPJ691.03,SPAPJ691.03.1,SPAPJ691.03.1:pep
I,1,5189537,5190444,,,SPAPJ691.03,SPAPJ691.03,SPAPJ691.03.1,SPAPJ691.03.1:pep
I,1,5189537,5190444,,5190259,SPAPJ691.03,SPAPJ691.03,SPAPJ691.03.1,SPAPJ691.03.1:pep
I,1,5200663,5202023,,,SPNCRNA.1059,SPNCRNA.1059,SPNCRNA.1059.1,
III,-1,1649040,1650734,1650734,1649040,SPCC663.09c,SPCC663.09c,SPCC663.09c.1,SPCC663.09c.1:pep
II,1,2446543,2447857,2446697,2447607,SPBC12C2.12c,glo1,SPBC12C2.12c.1,SPBC12C2.12c.1:pep
I,1,5231140,5232566,,,SPAC14C4.03,mek1,SPAC14C4.03.1,SPAC14C4.03.1:pep
I,1,5231140,5232566,,,SPAC14C4.03,mek1,SPAC14C4.03.1,SPAC14C4.03.1:pep
I,1,5231140,5232566,,,SPAC14C4.03,mek1,SPAC14C4.03.1,SPAC14C4.03.1:pep
I,1,5252427,5252941,,,SPNCRNA.261,SPNCRNA.261,SPNCRNA.261.1,
III,-1,1656901,1657583,1657583,1656901,SPCC663.13c,naa50,SPCC663.13c.1,SPCC663.13c.1:pep
III,1,1672003,1672332,,,SPCC417.03,SPCC417.03,SPCC417.03.1,SPCC417.03.1:pep
III,1,1672003,1672332,,,SPCC417.03,SPCC417.03,SPCC417.03.1,SPCC417.03.1:pep
I,1,5273012,5275983,5274170,5275614,SPAC2H10.01,SPAC2H10.01,SPAC2H10.01.1,SPAC2H10.01.1:pep
III,1,1676911,1679347,,,SPNCRNA.583,mug27-antisense-1,SPNCRNA.583.1,
II,-1,2482067,2484495,2484495,,SPBC17F3.02,nak1,SPBC17F3.02.1,SPBC17F3.02.1:pep
II,-1,2482067,2484495,,,SPBC17F3.02,nak1,SPBC17F3.02.1,SPBC17F3.02.1:pep
II,-1,2482067,2484495,,2482067,SPBC17F3.02,nak1,SPBC17F3.02.1,SPBC17F3.02.1:pep
II,-1,2501202,2502688,2502688,2501202,SPBC365.02c,cox10,SPBC365.02c.1,SPBC365.02c.1:pep
III,1,1714660,1715798,1714734,1715065,SPCC191.07,cyc1,SPCC191.07.1,SPCC191.07.1:pep
I,1,5292648,5294751,5292794,,SPAC11E3.06,map1,SPAC11E3.06.1,SPAC11E3.06.1:pep
I,1,5292648,5294751,,,SPAC11E3.06,map1,SPAC11E3.06.1,SPAC11E3.06.1:pep
I,1,5292648,5294751,,5294345,SPAC11E3.06,map1,SPAC11E3.06.1,SPAC11E3.06.1:pep
II,-1,2507521,2509349,2509349,2507521,SPBC365.07c,SPBC365.07c,SPBC365.07c.1,SPBC365.07c.1:pep
III,-1,1721177,1722876,,,SPNCRNA.1223,SPCC191.10-antisense-1,SPNCRNA.1223.1,
III,1,1721489,1722397,1721827,1722278,SPCC191.10,SPCC191.10,SPCC191.10.1,SPCC191.10.1:pep
III,1,1726098,1727277,,,SPNCRNA.1224,SPNCRNA.1224,SPNCRNA.1224.1,
III,1,1728359,1728703,,,SPNCRNA.500,SPNCRNA.500,SPNCRNA.500.1,
II,-1,2521123,2523067,2523067,,SPBC365.14c,uge1,SPBC365.14c.1,SPBC365.14c.1:pep
II,-1,2521123,2523067,,,SPBC365.14c,uge1,SPBC365.14c.1,SPBC365.14c.1:pep
II,-1,2521123,2523067,,2521123,SPBC365.14c,uge1,SPBC365.14c.1,SPBC365.14c.1:pep
I,1,5311344,5314362,5312419,5314187,SPAC11E3.14,SPAC11E3.14,SPAC11E3.14.1,SPAC11E3.14.1:pep
III,-1,1734260,1735344,1735344,1734260,SPCC1450.05c,rox3,SPCC1450.05c.1,SPCC1450.05c.1:pep
II,-1,2582992,2584300,2584300,2582992,SPBC2G5.04c,erv41,SPBC2G5.04c.1,SPBC2G5.04c.1:pep
III,1,1734438,1735406,,,SPNCRNA.1225,rox3-antisense-1,SPNCRNA.1225.1,
I,-1,5343695,5346065,5346065,5343695,SPAP8A3.14c,sls1,SPAP8A3.14c.1,SPAP8A3.14c.1:pep
III,1,1744243,1745234,,,SPNCRNA.501,SPNCRNA.501,SPNCRNA.501.1,
II,1,2611366,2612917,2612208,2612587,SPBC25B2.08,SPBC25B2.08,SPBC25B2.08.1,SPBC25B2.08.1:pep
I,-1,5373191,5373636,,,SPAC4D7.14,new13,SPAC4D7.14.1,SPAC4D7.14.1:pep
I,-1,5373191,5373636,,,SPAC4D7.14,new13,SPAC4D7.14.1,SPAC4D7.14.1:pep
III,-1,1748262,1752958,1752958,1748262,SPCC1450.11c,cek1,SPCC1450.11c.1,SPCC1450.11c.1:pep
II,-1,2612912,2615280,2615280,2612912,SPBC25B2.09c,mrs1,SPBC25B2.09c.1,SPBC25B2.09c.1:pep
III,-1,1765433,1769380,,,SPNCRNA.1227,ste6-antisense-1,SPNCRNA.1227.1,
I,1,5377829,5382913,5377926,,SPAC3G6.01,hrp3,SPAC3G6.01.1,SPAC3G6.01.1:pep
I,1,5377829,5382913,5378426,,SPAC3G6.01,hrp3,SPAC3G6.01.1,SPAC3G6.01.1:pep
I,1,5377829,5382913,,5382651,SPAC3G6.01,hrp3,SPAC3G6.01.1,SPAC3G6.01.1:pep
II,-1,2619586,2625951,2625951,2619586,SPBC1826.01c,mot1,SPBC1826.01c.1,SPBC1826.01c.1:pep
III,1,1771217,1773479,1771491,,SPCC1442.03,mme1,SPCC1442.03.1,SPCC1442.03.1:pep
III,1,1771217,1773479,,1772632,SPCC1442.03,mme1,SPCC1442.03.1,SPCC1442.03.1:pep
II,-1,2634227,2636702,2636702,,SPBC6B1.05c,atg7,SPBC6B1.05c.1,SPBC6B1.05c.1:pep
II,-1,2634227,2636702,,,SPBC6B1.05c,atg7,SPBC6B1.05c.1,SPBC6B1.05c.1:pep
II,-1,2634227,2636702,,,SPBC6B1.05c,atg7,SPBC6B1.05c.1,SPBC6B1.05c.1:pep
II,-1,2634227,2636702,,,SPBC6B1.05c,atg7,SPBC6B1.05c.1,SPBC6B1.05c.1:pep
II,-1,2634227,2636702,,,SPBC6B1.05c,atg7,SPBC6B1.05c.1,SPBC6B1.05c.1:pep
II,-1,2634227,2636702,,,SPBC6B1.05c,atg7,SPBC6B1.05c.1,SPBC6B1.05c.1:pep
II,-1,2634227,2636702,,2634227,SPBC6B1.05c,atg7,SPBC6B1.05c.1,SPBC6B1.05c.1:pep
I,1,5389615,5390903,,,SPNCRNA.1079,rad2-antisense-1,SPNCRNA.1079.1,
III,-1,1781404,1782128,1782128,,SPCC1442.08c,cox12,SPCC1442.08c.1,SPCC1442.08c.1:pep
III,-1,1781404,1782128,,,SPCC1442.08c,cox12,SPCC1442.08c.1,SPCC1442.08c.1:pep
III,-1,1781404,1782128,,,SPCC1442.08c,cox12,SPCC1442.08c.1,SPCC1442.08c.1:pep
III,-1,1781404,1782128,,,SPCC1442.08c,cox12,SPCC1442.08c.1,SPCC1442.08c.1:pep
III,-1,1781404,1782128,,1781404,SPCC1442.08c,cox12,SPCC1442.08c.1,SPCC1442.08c.1:pep
I,1,5393499,5394534,5393687,5394237,SPAC3G6.08,erv1,SPAC3G6.08.1,SPAC3G6.08.1:pep
I,-1,5413728,5414935,,,SPNCRNA.1080,SPNCRNA.1080,SPNCRNA.1080.1,
II,1,2651044,2659395,2651500,,SPBC6B1.10,prp17,SPBC6B1.10.1,SPBC6B1.10.1:pep
II,1,2651044,2659395,2651645,,SPBC6B1.10,prp17,SPBC6B1.10.1,SPBC6B1.10.1:pep
II,1,2651044,2659395,,,SPBC6B1.10,prp17,SPBC6B1.10.1,SPBC6B1.10.1:pep
II,1,2651044,2659395,,,SPBC6B1.10,prp17,SPBC6B1.10.1,SPBC6B1.10.1:pep
II,1,2651044,2659395,,,SPBC6B1.10,prp17,SPBC6B1.10.1,SPBC6B1.10.1:pep
II,1,2651044,2659395,,2653485,SPBC6B1.10,prp17,SPBC6B1.10.1,SPBC6B1.10.1:pep
III,-1,1782897,1787006,1787006,,SPCC1442.10c,rpb3,SPCC1442.10c.1,SPCC1442.10c.1:pep
III,-1,1782897,1787006,,,SPCC1442.10c,rpb3,SPCC1442.10c.1,SPCC1442.10c.1:pep
III,-1,1782897,1787006,,1782897,SPCC1442.10c,rpb3,SPCC1442.10c.1,SPCC1442.10c.1:pep
II,-1,2651580,2659459,2659459,2651580,SPBC3E7.01,fab1,SPBC3E7.01.1,SPBC3E7.01.1:pep
II,-1,2677219,2678765,,,SPNCRNA.1543,SPBC3E7.09-antisense-1,SPNCRNA.1543.1,
I,1,5414891,5416193,5415185,5416077,SPAC29B12.04,snz1,SPAC29B12.04.1,SPAC29B12.04.1:pep
I,1,5426943,5428044,,,SPNCRNA.270,SPNCRNA.270,SPNCRNA.270.1,
II,-1,2680226,2681786,2681786,,SPBC3E7.11c,SPBC3E7.11c,SPBC3E7.11c.1,SPBC3E7.11c.1:pep
II,-1,2680226,2681786,,,SPBC3E7.11c,SPBC3E7.11c,SPBC3E7.11c.1,SPBC3E7.11c.1:pep
II,-1,2680226,2681786,,2680226,SPBC3E7.11c,SPBC3E7.11c,SPBC3E7.11c.1,SPBC3E7.11c.1:pep
III,-1,1794719,1796107,1796107,1794719,SPCC1442.16c,zta1,SPCC1442.16c.1,SPCC1442.16c.1:pep
II,-1,2726357,2727959,2727959,,SPBC4F6.18c,arf1,SPBC4F6.18c.1,SPBC4F6.18c.1:pep
II,-1,2726357,2727959,,2726357,SPBC4F6.18c,arf1,SPBC4F6.18c.1,SPBC4F6.18c.1:pep
I,-1,5431575,5434908,5434908,5431575,SPAC29B12.10c,pgt1,SPAC29B12.10c.1,SPAC29B12.10c.1:pep
I,1,5437747,5437828,,,SPATRNASER.04,SPATRNASER.04,SPATRNASER.04.1,
III,1,1797921,1799933,1797991,1799807,SPCC285.03,SPCC285.03,SPCC285.03.1,SPCC285.03.1:pep
II,1,2739656,2743519,2740201,2743166,SPBC336.03,efc25,SPBC336.03.1,SPBC336.03.1:pep
I,1,5459203,5460261,,,SPNCRNA.1084,SPNCRNA.1084,SPNCRNA.1084.1,
II,1,2764131,2764352,,,SPNCRNA.1547,SPNCRNA.1547,SPNCRNA.1547.1,
I,-1,5463940,5466070,,,SPNCRNA.1086,SPAC1039.08-antisense-1,SPNCRNA.1086.1,
I,1,5465093,5465740,,,SPNCRNA.275,SPNCRNA.275,SPNCRNA.275.1,
II,-1,2765269,2767767,2767767,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
II,-1,2765269,2767767,,2765269,SPBC336.14c,ppk26,SPBC336.14c.1,SPBC336.14c.1:pep
I,1,5476698,5478012,5476876,,SPAC922.03,SPAC922.03,SPAC922.03.1,SPAC922.03.1:pep
I,1,5476698,5478012,,5477958,SPAC922.03,SPAC922.03,SPAC922.03.1,SPAC922.03.1:pep
II,1,2772768,2774447,2772883,,SPBC685.02,exo5,SPBC685.02.1,SPBC685.02.1:pep
II,1,2772768,2774447,,,SPBC685.02,exo5,SPBC685.02.1,SPBC685.02.1:pep
II,1,2772768,2774447,,,SPBC685.02,exo5,SPBC685.02.1,SPBC685.02.1:pep
II,1,2772768,2774447,,,SPBC685.02,exo5,SPBC685.02.1,SPBC685.02.1:pep
I,1,5482662,5482877,,,SPAC922.09,SPAC922.09,SPAC922.09.1,SPAC922.09.1:pep
I,1,5496942,5497837,,,SPNCRNA.1093,SPAC869.09-antisense-1,SPNCRNA.1093.1,
II,-1,2776164,2777201,2777201,2776164,SPBC685.04c,aps2,SPBC685.04c.1,SPBC685.04c.1:pep
II,1,2777817,2778628,2777841,,SPBC685.05,gpi15,SPBC685.05.1,SPBC685.05.1:pep
II,1,2777817,2778628,,2778501,SPBC685.05,gpi15,SPBC685.05.1,SPBC685.05.1:pep
I,1,5505583,5508782,5505899,5508423,SPAC869.05c,SPAC869.05c,SPAC869.05c.1,SPAC869.05c.1:pep
I,-1,5511137,5512369,,,SPAC869.04,SPAC869.04,SPAC869.04.1,SPAC869.04.1:pep
I,1,5516331,5516951,,,SPNCRNA.281,SPNCRNA.281,SPNCRNA.281.1,
II,1,2778868,2779942,2778922,,SPBC685.06,rps001,SPBC685.06.1,SPBC685.06.1:pep
II,1,2778868,2779942,,2779857,SPBC685.06,rps001,SPBC685.06.1,SPBC685.06.1:pep
II,1,2789715,2790257,,,SPNCRNA.1549,SPNCRNA.1549,SPNCRNA.1549.1,
I,-1,1,5662,,,SPAC212.11,tlh1,SPAC212.11.1,SPAC212.11.1:pep
I,-1,11027,11556,,,SPNCRNA.70,SPNCRNA.70,SPNCRNA.70.1,
I,1,44644,45468,44703,45415,SPAC977.08,SPAC977.08,SPAC977.08.1,SPAC977.08.1:pep
II,-1,2797705,2798808,2798808,2797705,SPBC32F12.08c,duo1,SPBC32F12.08c.1,SPBC32F12.08c.1:pep
I,-1,50851,51545,,,SPNCRNA.602,SPNCRNA.602,SPNCRNA.602.1,
III,1,1878434,1882310,1878713,1880673,SPCC297.03,ssp1,SPCC297.03.1,SPCC297.03.1:pep
II,1,2805984,2807593,,,SPNCRNA.1550,SPNCRNA.1550,SPNCRNA.1550.1,
II,1,2819557,2819634,,,SPNCRNA.408,SPNCRNA.408,SPNCRNA.408.1,
I,-1,85566,86324,86324,85566,SPAC1F8.02c,shu1,SPAC1F8.02c.1,SPAC1F8.02c.1:pep
II,-1,2826642,2827645,,,SPNCRNA.1554,SPNCRNA.1554,SPNCRNA.1554.1,
I,1,95961,96966,95999,96549,SPAC1F8.05,isp3,SPAC1F8.05.1,SPAC1F8.05.1:pep
I,-1,99046,101140,,,SPNCRNA.607,fta5-antisense-1,SPNCRNA.607.1,
II,1,2848335,2849481,2848522,2849033,SPBP19A11.01,gcv3,SPBP19A11.01.1,SPBP19A11.01.1:pep
III,-1,1888103,1891959,1891959,1888103,SPCC737.03c,ima1,SPCC737.03c.1,SPCC737.03c.1:pep
I,-1,116054,120309,120309,116054,SPAC11D3.07c,toe4,SPAC11D3.07c.1,SPAC11D3.07c.1:pep
III,1,1894976,1897924,1895064,1895860,SPCC737.05,SPCC737.05,SPCC737.05.1,SPCC737.05.1:pep
III,1,1933436,1935331,,,SPNCRNA.1243,SPNCRNA.1243,SPNCRNA.1243.1,
I,1,152851,155515,153386,154536,SPAC5H10.04,SPAC5H10.04,SPAC5H10.04.1,SPAC5H10.04.1:pep
II,1,2884304,2884916,2884359,,SPBP4H10.08,qcr10,SPBP4H10.08.1,SPBP4H10.08.1:pep
II,1,2884304,2884916,,,SPBP4H10.08,qcr10,SPBP4H10.08.1,SPBP4H10.08.1:pep
II,1,2884304,2884916,,,SPBP4H10.08,qcr10,SPBP4H10.08.1,SPBP4H10.08.1:pep
II,1,2884304,2884916,,,SPBP4H10.08,qcr10,SPBP4H10.08.1,SPBP4H10.08.1:pep
II,1,2884304,2884916,,2884788,SPBP4H10.08,qcr10,SPBP4H10.08.1,SPBP4H10.08.1:pep
I,1,161072,162819,,,SPNCRNA.614,SPAC5H10.09c-antisense-1,SPNCRNA.614.1,
II,1,2885636,2886536,,,SPNCRNA.1559,SPNCRNA.1559,SPNCRNA.1559.1,
II,1,2886001,2886371,,,SPNCRNA.410,SPNCRNA.410,SPNCRNA.410.1,
III,1,1940336,1947736,1940448,1947484,SPCC74.06,mak3,SPCC74.06.1,SPCC74.06.1:pep
I,-1,165814,167826,167826,165814,SPAC5H10.12c,SPAC5H10.12c,SPAC5H10.12c.1,SPAC5H10.12c.1:pep
III,1,1991799,1992604,,,SPNCRNA.1251,SPNCRNA.1251,SPNCRNA.1251.1,
II,1,2895855,2896587,,,SPBP4H10.12,SPBP4H10.12,SPBP4H10.12.1,SPBP4H10.12.1:pep
II,1,2895855,2896587,,,SPBP4H10.12,SPBP4H10.12,SPBP4H10.12.1,SPBP4H10.12.1:pep
II,1,2895855,2896587,,,SPBP4H10.12,SPBP4H10.12,SPBP4H10.12.1,SPBP4H10.12.1:pep
I,-1,191928,194053,194053,191928,SPAC13G6.10c,asl1,SPAC13G6.10c.1,SPAC13G6.10c.1:pep
II,-1,2914705,2915760,2915760,,SPBC1703.01c,pop4,SPBC1703.01c.1,SPBC1703.01c.1:pep
II,-1,2914705,2915760,,2914705,SPBC1703.01c,pop4,SPBC1703.01c.1,SPBC1703.01c.1:pep
III,1,2029261,2034205,2029654,,SPCC1739.03,hrr1,SPCC1739.03.1,SPCC1739.03.1:pep
III,1,2029261,2034205,,,SPCC1739.03,hrr1,SPCC1739.03.1,SPCC1739.03.1:pep
III,1,2029261,2034205,,,SPCC1739.03,hrr1,SPCC1739.03.1,SPCC1739.03.1:pep
III,1,2029261,2034205,,2032786,SPCC1739.03,hrr1,SPCC1739.03.1,SPCC1739.03.1:pep
II,1,2951071,2952556,2951159,,SPBC2A9.03,SPBC2A9.03,SPBC2A9.03.1,SPBC2A9.03.1:pep
II,1,2951071,2952556,,2952498,SPBC2A9.03,SPBC2A9.03,SPBC2A9.03.1,SPBC2A9.03.1:pep
III,-1,2065404,2067340,,,SPNCRNA.1257,SPNCRNA.1257,SPNCRNA.1257.1,
I,1,214093,216962,216482,216840,SPAC24B11.09,mpc2,SPAC24B11.09.1,SPAC24B11.09.1:pep
III,1,2085862,2086765,,,SPNCRNA.1260,SPNCRNA.1260,SPNCRNA.1260.1,
I,-1,229270,230855,,,SPNCRNA.624,SPAC24B11.14-antisense-1,SPNCRNA.624.1,
I,1,231311,233488,231654,232666,SPAC24B11.13,hem3,SPAC24B11.13.1,SPAC24B11.13.1:pep
II,-1,2952595,2955495,2955495,2952595,SPBC2A9.04c,san1,SPBC2A9.04c.1,SPBC2A9.04c.1:pep
III,1,2099805,2100555,2099878,2100485,SPCC576.11,rpl15,SPCC576.11.1,SPCC576.11.1:pep
I,-1,241008,243122,243122,,SPAC806.04c,SPAC806.04c,SPAC806.04c.1,SPAC806.04c.1:pep
I,-1,241008,243122,,,SPAC806.04c,SPAC806.04c,SPAC806.04c.1,SPAC806.04c.1:pep
I,-1,241008,243122,,,SPAC806.04c,SPAC806.04c,SPAC806.04c.1,SPAC806.04c.1:pep
I,-1,241008,243122,,241008,SPAC806.04c,SPAC806.04c,SPAC806.04c.1,SPAC806.04c.1:pep
II,1,2962815,2963818,2962866,,SPBC2A9.09,plp2,SPBC2A9.09.1,SPBC2A9.09.1:pep
II,1,2962815,2963818,,,SPBC2A9.09,plp2,SPBC2A9.09.1,SPBC2A9.09.1:pep
II,1,2962815,2963818,,2963676,SPBC2A9.09,plp2,SPBC2A9.09.1,SPBC2A9.09.1:pep
I,-1,247720,248448,,,SPNCRNA.629,ndk1-antisense-1,SPNCRNA.629.1,
III,-1,2111240,2113660,2113660,,SPCC576.17c,SPCC576.17c,SPCC576.17c.1,SPCC576.17c.1:pep
III,-1,2111240,2113660,,2111240,SPCC576.17c,SPCC576.17c,SPCC576.17c.1,SPCC576.17c.1:pep
I,1,256086,257001,,,SPNCRNA.631,trk2-antisense-1,SPNCRNA.631.1,
II,1,2967218,2968262,2967354,,SPBC2A9.12,orc6,SPBC2A9.12.1,SPBC2A9.12.1:pep
II,1,2967218,2968262,,2968208,SPBC2A9.12,orc6,SPBC2A9.12.1,SPBC2A9.12.1:pep
II,-1,2975053,2976498,,,SPNCRNA.573,exg3-antisense-1,SPNCRNA.573.1,
I,-1,270893,272610,272610,,SPAC1F5.10,SPAC1F5.10,SPAC1F5.10.1,SPAC1F5.10.1:pep
I,-1,270893,272610,,,SPAC1F5.10,SPAC1F5.10,SPAC1F5.10.1,SPAC1F5.10.1:pep
I,-1,270893,272610,,270893,SPAC1F5.10,SPAC1F5.10,SPAC1F5.10.1,SPAC1F5.10.1:pep
III,1,2152135,2157975,2152188,,SPCC1620.05,SPCC1620.05,SPCC1620.05.1,SPCC1620.05.1:pep
III,1,2152135,2157975,,,SPCC1620.05,SPCC1620.05,SPCC1620.05.1,SPCC1620.05.1:pep
III,1,2152135,2157975,,,SPCC1620.05,SPCC1620.05,SPCC1620.05.1,SPCC1620.05.1:pep
III,1,2152135,2157975,,,SPCC1620.05,SPCC1620.05,SPCC1620.05.1,SPCC1620.05.1:pep
III,1,2152135,2157975,,,SPCC1620.05,SPCC1620.05,SPCC1620.05.1,SPCC1620.05.1:pep
III,1,2152135,2157975,,,SPCC1620.05,SPCC1620.05,SPCC1620.05.1,SPCC1620.05.1:pep
III,1,2152135,2157975,,2153638,SPCC1620.05,SPCC1620.05,SPCC1620.05.1,SPCC1620.05.1:pep
III,1,2163164,2164505,2163204,,SPCC1620.10,cwf26,SPCC1620.10.1,SPCC1620.10.1:pep
III,1,2163164,2164505,,2164166,SPCC1620.10,cwf26,SPCC1620.10.1,SPCC1620.10.1:pep
I,1,281774,282745,281948,282405,SPAC1F5.05c,mso1,SPAC1F5.05c.1,SPAC1F5.05c.1:pep
III,1,2170044,2170746,,,SPNCRNA.1267,SPNCRNA.1267,SPNCRNA.1267.1,
III,-1,2170528,2171521,,,SPNCRNA.1268,SPNCRNA.1268,SPNCRNA.1268.1,
II,-1,2990178,2994929,2994929,,SPBC2D10.14c,myo51,SPBC2D10.14c.1,SPBC2D10.14c.1:pep
II,-1,2990178,2994929,,,SPBC2D10.14c,myo51,SPBC2D10.14c.1,SPBC2D10.14c.1:pep
II,-1,2990178,2994929,,2990178,SPBC2D10.14c,myo51,SPBC2D10.14c.1,SPBC2D10.14c.1:pep
I,1,289790,291927,289951,,SPAC1F5.03c,SPAC1F5.03c,SPAC1F5.03c.1,SPAC1F5.03c.1:pep
I,1,289790,291927,,291302,SPAC1F5.03c,SPAC1F5.03c,SPAC1F5.03c.1,SPAC1F5.03c.1:pep
III,1,2231665,2233381,2231760,,SPCC1919.11,mug137,SPCC1919.11.1,SPCC1919.11.1:pep
